      0.583063623790; 3;10
      0.206979028812; 1;3;4;6;8;10
      0.206959697747; 0;1;2;3;7;9;10
      0.206946404246; 1;3;5;6;9
      0.206932747224; 0;3;4;5;6;7;9;10
      0.206926607306; 0;4;5;6;8;9;10
      0.206907967307; 0;3;5;7;10
      0.206892314945; 0;1;2;3;5;7;9
      0.206874195857; 0;1;3;5
      0.206855884291; 3;4;5;6;7;8;9
      0.206783271989; 0;1;3;4;6;8;10
      0.206773189386; 0;1;2;3;4;9
      0.206719146071; 0;2;3;7;8;10
      0.206671690680; 2;3;4;5;6;10
      0.206621741845; 0;2;3;5;7;10
      0.206594431810; 0;1;3;4;6;7;9;10
      0.206585513067; 1;2;3;5;6;9;10
      0.206582223519; 3;5;6;8;9
      0.206574259493; 1;3;4;5;6;9;10
      0.206502508977; 2;3;4;6;7;8;9
      0.206445265568; 0;1;2;3;4;7;9;10
      0.206422832469; 0;2;3;7;8;9;10
      0.206360792394; 0;2;4;7;10
      0.206340816138; 1;2;3;4;6;9;10
      0.206275305222; 0;1;2;3;6;7
      0.206247727397; 1;2;4;5;6
      0.206231723613; 1;5;7;9;10
      0.206229711208; 0;2;6;8
      0.206163224442; 0;2;3;4;8;9;10
      0.206160437638; 0;3;5;8;9
      0.206131245540; 1;2;4;6;9
      0.206117604072; 1;3;7;8
      0.206096343272; 2;3;4;6;7;10
      0.206054586716; 2;3;4;5;6;8;9;10
      0.206018350135; 2;7;8;10
      0.205986208913; 3;4;5;6;8;10
      0.205973156078; 0;1;2;3;5;6;10
      0.205913352358; 0;1;2;3;4;5;9;10
      0.205909710500; 0;3;6;7;8;10
      0.205873850914; 2;4;6;8
      0.205823096626; 0;1;4;5;9;10
      0.205803178896; 0;2;3;5;6;9
      0.205799078521; 1;2;4;5;8
      0.205783079444; 5;6;9;10
      0.205780966571; 1;3;4;6;7;8;9
      0.205750542254; 2;3;6;7;8;9
      0.205674751213; 0;1;3;5;6;7;10
      0.205667187086; 1;2;6;9
      0.205662182186; 0;5;8;10
      0.205611597439; 0;4;5;10
      0.205584936008; 1;2;3;6;7
      0.205535592057; 1;2;3;4;8
      0.205508033283; 1;4;5;7;8;10
      0.205488262047; 0;2;3;5;6;7;10
      0.205477196993; 0;2;5;8
      0.205444651023; 0;5;8;9;10
      0.205432649448; 0;1;5;6;7;9;10
      0.205430187726; 0;1;3;4;5;6;8;10
      0.205429492420; 0;3;6;7;8;9
      0.205399762962; 4;5;7;10
      0.205396483065; 0;3;4;6;8;10
      0.205378627555; 0;1;6;9
      0.205344226526; 0;1;3;5;7
      0.205330860097; 1;2;4;9
      0.205321982546; 4;5;7;8;10
      0.205300965457; 0;1;2;3;5;6
      0.205281473749; 0;1;2;5;6
      0.205180767174; 0;1;5;6;7;10
      0.205058526782; 2;3;5;6;8;9;10
      0.205033434618; 1;4;6;8;9;10
      0.205021325275; 1;2;3;4;5;9
      0.205004193041; 0;4;6;7;10
      0.204983723795; 0;2;3;5;8;10
      0.204970625088; 2;5;7;10
      0.204969610657; 2;3;4;7;8;9
      0.204960908669; 0;1;6;8;10
      0.204951577445; 0;1;2;3;5;6;7;10
      0.204904046789; 2;5;7
      0.204855024728; 2;3;4;6;8;9;10
      0.204840054043; 0;1;3;6;9
      0.204804811371; 0;2;3;4;6;10
      0.204803030025; 0;1;4;9
      0.204794873207; 0;4;7;8;10
      0.204789518585; 2;4;5;7;8;9;10
      0.204770190016; 0;1;3;5;7;8;10
      0.204698200927; 1;3;4;5;8;9
      0.204696088705; 1;2;3;4;6;8;9
      0.204695535404; 0;1;2;3;5;6;8;10
      0.204605422165; 1;2;3;4;5;6;10
      0.204577052557; 0;3;4;5;7;10
      0.204529993783; 0;3;5;6;7;8;10
      0.204526423336; 1;2;4;6;9;10
      0.204524590699; 1;3;5;6;7;8;9
      0.204508632340; 0;1;3;4;5;7;8;10
      0.204485455885; 0;1;2;4;5;9;10
      0.204452339099; 0;1;4;5;7;10
      0.204388759295; 0;3;4;5;6;7;8;10
      0.204386359101; 1;2;3;4;8;9
      0.204380938914; 0;2;3;4;5;6;9
      0.204358017708; 0;1;2;3;7;9
      0.204351753915; 1;2;3;5;6
      0.204343500356; 0;2;3;8;9
      0.204298851608; 2;3;4;5;7;10
      0.204253149403; 0;2;4;5;8;10
      0.204191491537; 0;5;6;7;10
      0.204173424865; 1;7;8;10
      0.204172193448; 1;2;5;8;9;10
      0.204070006892; 1;3;4;5;6;8;9
      0.204061185604; 2;3;4;5;7;8;10
      0.204021353201; 0;1;4;5;7
      0.204006895236; 1;2;3;6;7;9;10
      0.203999760841; 3;5;6;7
      0.203995152140; 1;2;7;8;9;10
      0.203951680520; 1;2;6;7;10
      0.203947414057; 1;2;5;6
      0.203932318086; 0;3;4;7;8;9
      0.203878643792; 1;2;3;4;5;8;9
      0.203878514920; 0;1;3;4;9
      0.203828793053; 1;5;10
      0.203808349456; 2;3;5;6;9;10
      0.203794695621; 0;1;3;6
      0.203752852553; 0;5;6;9;10
      0.203720650407; 0;3;4;5;6;7;9
      0.203710481757; 1;3;5;6;7
      0.203679380408; 0;2;5;7;8;9;10
      0.203671555994; 0;1;3;4;5;9;10
      0.203661230461; 0;3;5;6;7;8;9;10
      0.203644310323; 0;3;4;5;7;9
      0.203547278513; 1;3;4;7
      0.203489588946; 0;2;3;6;7;8;10
      0.203470925708; 0;1;2;4;6;8
      0.203443904458; 0;4;5;8;10
      0.203420253756; 0;4;6;8;9;10
      0.203373864048; 0;1;3;4;5;8;10
      0.203311658951; 1;3;4;6;9
      0.203261035926; 1;2;3;4;6;10
      0.203258954831; 6;7;8;10
      0.203244470733; 0;2;3;5;9
      0.203207304395; 2;3;4;5;6;8;9
      0.203157045491; 0;1;3;4;6;7;9
      0.203136376843; 0;1;4;5;6;9;10
      0.203112397714; 0;1;3;6;7;8;10
      0.203108234327; 2;3;5;6;8;9
      0.203080729618; 1;3;4;5;6;7;9;10
      0.203071891555; 2;4;7;8;9;10
      0.203026583200; 0;1;4;7;8;9;10
      0.203020731038; 0;1;2;3;4;6;7;10
      0.202922270120; 2;5;9
      0.202915268998; 0;1;2;5;8;10
      0.202906824328; 0;2;4;5;6;9;10
      0.202892252084; 0;1;2;5;7;9;10
      0.202830378853; 2;4;6;9
      0.202829135380; 0;2;3;4;5;6;7;10
      0.202818795534; 2;5;6;9
      0.202804327811; 0;4;5;6;7;9;10
      0.202803245728; 0;2;3;4;5;8;10
      0.202784380558; 0;2;5;6;10
      0.202782592427; 1;5;6;7;9;10
      0.202769885997; 1;3;5;6
      0.202722038117; 0;4;7;10
      0.202714830436; 1;2;5;7;10
      0.202711910561; 1;5;7
      0.202646583308; 2;3;4;5;7
      0.202600242537; 0;3;4;6;7;8;9;10
      0.202580662395; 0;3;4;7;8;10
      0.202577319610; 0;1;3;4;5;6;9;10
      0.202541189929; 1;2;3;6;9
      0.202533016746; 0;5;6;8;10
      0.202510203381; 0;2;3;4;5;9
      0.202507167969; 1;2;5;6;9;10
      0.202493625719; 1;2;3;4;6
      0.202475043137; 0;3;5;6;8;9;10
      0.202452081903; 1;2;3;5;6;7;8;10
      0.202451539298; 0;1;2;3;6;8;10
      0.202444814623; 1;2;3;5;7;9
      0.202414254670; 1;2;5;6;7;8;10
      0.202410573952; 0;1;2;3;6;9;10
      0.202394088498; 1;3;5;6;7;10
      0.202383841905; 0;1;3;4;5;6;8;9
      0.202297353961; 1;2;3;5;6;9
      0.202261424330; 3;5;6;7;8;9
      0.202250678095; 0;1;3;4;5;8;9;10
      0.202225078742; 0;2;3;6;7;8
      0.202167725406; 1;3;6;7;8;9
      0.202152501071; 0;1;3;5;6;7;8;9
      0.202150760719; 5;8
      0.202132524842; 1;5;8;9
      0.202130951447; 2;5;6;7;10
      0.202116317689; 0;1;7;8;10
      0.202097225818; 0;2;8;9;10
      0.202091982579; 0;1;2;4;7;9;10
      0.202086783265; 0;1;2;3;4;5;7;9;10
      0.202059085329; 1;3;4;6;7;8;10
      0.202056991863; 0;2;4;6;10
      0.202021884857; 0;2;3;4;5;7;8;10
      0.202018908733; 0;2;3;4;5;6;10
      0.201978966877; 1;3;4;5;7
      0.201976403212; 1;2;3;4;5;6;7;9
      0.201958787741; 0;1;5;6;8
      0.201956000160; 1;2;6;8;9;10
      0.201938181572; 0;1;2;6;8
      0.201844055465; 0;1;2;7;8;10
      0.201838201989; 0;2;3;4;7;8;10
      0.201813768327; 1;3;4;6;8;9
      0.201783134503; 1;2;3;4
      0.201777381598; 1;2;4;7;8;9;10
      0.201756073832; 1;6;7;10
      0.201752620014; 0;2;4;5;8;9;10
      0.201747519767; 1;2;3;4;5;6;7;10
      0.201727749598; 0;5;6;7;8;10
      0.201698708346; 0;1;2;3;7;8;9
      0.201681606754; 0;5;9
      0.201675117383; 0;2;5;8;9;10
      0.201675113546; 0;2;5;9
      0.201654864228; 0;2;3;4;6;9;10
      0.201575515205; 0;2;3;6;7;9
      0.201572397247; 0;2;3;4;6;7;9
      0.201565332221; 2;5;8;10
      0.201526671227; 1;6;7;9;10
      0.201517348907; 0;1;2;3;7;8;9;10
      0.201507024174; 0;1;2;3;7;8
      0.201455654741; 0;2;6;7;9;10
      0.201447923047; 1;2;3;6;7;8;10
      0.201425409177; 2;3;8
      0.201423849967; 1;5;7;8;9;10
      0.201407065862; 0;1;4;8;9;10
      0.201340629293; 1;3;4;6;7;9
      0.201305391371; 1;2;3;5;6;7;10
      0.201287284832; 1;3;4;5;7;8
      0.201198994035; 3;4;5;6;8;9
      0.201180275171; 2;3;6;7;8;9;10
      0.201175318753; 0;8;10
      0.201160007815; 1;3;5;7;8
      0.201138010668; 1;4;6;7;8;9;10
      0.201135392048; 1;2;3;5;7
      0.201129314032; 0;1;6;7;8;10
      0.201105477543; 0;1;6;8;9;10
      0.201064489640; 1;3;4;5;6;7;10
      0.201024856073; 1;2;8
      0.200849669522; 0;2;3;7
      0.200718499866; 2;4;6;7;9;10
      0.200713358127; 1;4;5
      0.200711828697; 0;3;5;6
      0.200710931645; 0;1;5;6;7;8;10
      0.200672996879; 0;1;3;5;6
      0.200637819567; 0;3;4;5;9
      0.200555812234; 3;4;5;6;7;8;10
      0.200538949180; 0;3;4;6;8;9
      0.200439972164; 1;4;5;6;9;10
      0.200436118729; 1;3;4;7;8;9;10
      0.200420648580; 0;1;6;7;8;9;10
      0.200392270033; 0;2;3;5;7;8;9
      0.200383786364; 0;2;4;5;7;9;10
      0.200334652456; 1;2;5;6;8;10
      0.200302869534; 2;3;4;5;6;9
      0.200290720950; 0;2;4
      0.200217507730; 0;2;3;4;5;7;10
      0.200205526489; 0;1;2;4;7;10
      0.200143466592; 0;3;5;6;7;9
      0.200039169091; 0;1;3;5;6;7
      0.200034333267; 0;2;3;4;7;8;9;10
      0.200001298952; 1;2;4;8;9
      0.199939689912; 0;1;3;4;6;9
      0.199934151579; 0;2;3;5;6;8;10
      0.199928458539; 0;3;4;5;6;8;9;10
      0.199900039991; 0;1;3;4;5;7;9
      0.199865591424; 0;1;2;3;5;7;8;10
      0.199792653267; 0;1;4;7;9;10
      0.199766516446; 0;1;4;6;10
      0.199677865701; 4;5;6;7;8;9;10
      0.199657300791; 0;1;3;4;6
      0.199619440229; 0;1;2;5;6;10
      0.199616572347; 0;1;2;8;9
      0.199586839349; 0;1;3;4;7
      0.199577975106; 0;1;3;4;5;6;7;8;9;10
      0.199543961189; 1;2;4;5;9
      0.199513621635; 1;2;3;5;6;8
      0.199495924530; 1;2;4;5;7;8;9;10
      0.199483649702; 2;3;5;6
      0.199458913883; 2;3;4;5;7;9;10
      0.199455727030; 1;2;3;7;8
      0.199448922685; 0;2;3;6;8;10
      0.199401278524; 0;1;2;3;6;8
      0.199390498521; 1;2;3;6;8;9
      0.199389178845; 0;1;3;6;8
      0.199375801947; 1;3;4;8;9
      0.199326378090; 1;2;3;4;6;7;9;10
      0.199276624345; 5;7;8
      0.199220173898; 3;4;5;6;7
      0.199162224677; 1;2;5;6;7;8;9;10
      0.199153125929; 1;2;4;5;8;9;10
      0.199146628699; 2;3;4;5;6;7;9;10
      0.199078098540; 0;2;3;4;5;7;9;10
      0.199023567752; 0;1;3;5;6;8;9
      0.199023296853; 0;2;4;6;7
      0.198975479830; 0;1;4;5;6;7;10
      0.198975023322; 0;2;3;6;8;9;10
      0.198971435924; 4;5;6;9;10
      0.198945457244; 0;2;4;8
      0.198943073989; 0;1;6;7;9;10
      0.198917193322; 2;4;6;7;10
      0.198889518263; 0;2;3;5;6;7;9
      0.198885933589; 1;2;3;4;6;8
      0.198874640304; 1;3;4;6;7;8;9;10
      0.198847243482; 0;1;2;5;6;8
      0.198837992912; 0;2;7;10
      0.198824131296; 2;5;7;8;9;10
      0.198821033428; 1;2;3;4;5;6;9
      0.198786710816; 4;5;6;7;9;10
      0.198716969214; 0;5;7;8;10
      0.198708616973; 0;1;4;7;8;10
      0.198667919629; 0;5;6;7;9;10
      0.198662040249; 2;5;6;10
      0.198640115573; 1;2;3;4;5
      0.198591169273; 0;1;5;6;7;8;9;10
      0.198528169717; 0;2;4;7;8;9;10
      0.198527636109; 2;8;9
      0.198484845558; 0;2;3;4;6;7
      0.198478088072; 0;1;2;3;5;7;8;9;10
      0.198476025740; 1;2;3;4;6;7;9
      0.198475375871; 2;3;5;6;7;8;10
      0.198474863188; 2;5;7;8;10
      0.198434440591; 0;2;6;10
      0.198387082727; 0;2;4;6;8;9
      0.198379049757; 1;5;6
      0.198367734745; 0;1;2;4;8
      0.198357148314; 5;6;8
      0.198350532546; 2;7;9
      0.198294151686; 1;2;3;4;6;8;9;10
      0.198268348255; 0;1;2;4;7;8
      0.198263199530; 0;3;4;7
      0.198231070702; 0;1;2;4;7
      0.198200488956; 0;2;3;4;6;7;9;10
      0.198164056310; 0;2;3;4;6;7;8;10
      0.198130030277; 0;1;2;3;6;7;8;10
      0.198043709214; 0;2;3;4;5;7;8;9;10
      0.198023850823; 1;2;3;4;6;7
      0.198019606625; 0;1;2;3;4;8;10
      0.198018200574; 0;2;3;4;7;9
      0.198016792252; 0;2;5;6;7;9;10
      0.197985993344; 0;2;4;5;6;8;10
      0.197979612556; 1;3;4;5;6;8
      0.197940424521; 0;3;6;8;9
      0.197924562733; 0;1;2;4;5;9
      0.197897354093; 1;2;6;8;9
      0.197894550037; 2;3;4;5;6;7;9
      0.197882726591; 1;2;3;4;5;7;8;10
      0.197854017800; 0;1;3;7;8;9
      0.197817679962; 0;1;4;6;7
      0.197789024789; 0;1;2;4;8;9;10
      0.197778837353; 0;5;7;9;10
      0.197775082925; 0;2;5;8;9
      0.197766647876; 0;1;2;3;6;7;8;9;10
      0.197732290729; 2;3;4;6;7;8;9;10
      0.197707566518; 2;4;6;8;9
      0.197689942293; 2;4;9
      0.197664999720; 1;3;6;7;8
      0.197586985147; 0;1;2;4;8;10
      0.197581486969; 1;3;6;7;8;10
      0.197557319841; 0;2;4;9
      0.197531556992; 1;4;7;10
      0.197520794514; 0;1;2;3;4;5;8;9
      0.197510383176; 0;1;2;4;5;6;10
      0.197498200269; 1;2;4;7;10
      0.197479705921; 2;3;4;5;6;7;10
      0.197463657312; 4;6;7;8;9;10
      0.197438634950; 0;1;2;3;4;7;10
      0.197381185624; 0;1;2;3;5;8;9;10
      0.197360385843; 3;5;6;8;9;10
      0.197321637813; 0;1;2;3;4;5;8;9;10
      0.197293322166; 1;2;3;4;6;7;10
      0.197193311574; 0;2;3;5;6;9;10
      0.197188103171; 0;1;4;5;7;8;10
      0.197178301462; 1;3;4;5;6
      0.197176103006; 1;2;4;7;8;10
      0.197157568091; 0;1;2;3;6;7;9;10
      0.197136629330; 1;5;6;7;8;10
      0.196995844739; 2;3;4;6;7;8;10
      0.196990059858; 1;2;3;4;5;7;9;10
      0.196983658793; 0;2;3;7;8;9
      0.196952192887; 0;1;3;4;5;6;7;8;10
      0.196940530466; 0;1;3;4;5;8;9
      0.196929899944; 2;3;4;5;6;9;10
      0.196929108762; 5;6;7;9;10
      0.196925356593; 3;4;5;7
      0.196887849155; 2;3;4;5;7;8
      0.196877932888; 1;3;5;6;7;8
      0.196791682108; 1;4;5;7;8;9;10
      0.196786220594; 1;2;3;8
      0.196741653290; 0;2;3;6;8;9
      0.196733609004; 2;8;10
      0.196701467597; 0;1;3;5;6;8
      0.196679274993; 0;2;3;4;5;6;7;9
      0.196654192272; 0;2;4;10
      0.196647941675; 0;1;2;3;5;7
      0.196645691964; 0;2;6;7;10
      0.196625262985; 0;2;7;8;10
      0.196620489612; 1;6;8;9;10
      0.196604665789; 2;4;8;9
      0.196598441224; 0;3;4;6;7;8;10
      0.196572245627; 1;2;7
      0.196565343082; 0;1;2;3;6;8;9;10
      0.196527817611; 0;1;2;3;6;7;8;9
      0.196527684848; 0;1;2;3;4;6;8;10
      0.196491399935; 0;6;7;10
      0.196443830159; 0;1;2;4;5;8;9;10
      0.196439974211; 1;4;7;8;10
      0.196416328247; 0;1;2;3;4;10
      0.196404230399; 0;2;4;7;8;10
      0.196290972059; 0;2;4;5;6;8
      0.196273139607; 0;1;2;3;4;8
      0.196258950356; 1;2;3;4;6;9
      0.196254441190; 1;2;4;5;6;7;9;10
      0.196208492955; 0;4;5;6;8;10
      0.196185965023; 1;4;7;8;9;10
      0.196168603673; 0;1;2;3;5;8
      0.196150759840; 0;1;3;5;6;7;8;9;10
      0.196140639090; 0;1;2;5;9
      0.196125865090; 0;1;4;6;7;9;10
      0.196125102230; 1;3;5;6;8
      0.196114845393; 0;1;2;3;4;6;9
      0.196105994547; 0;1;2;3;5;7;10
      0.196081780270; 0;1;4;5;7;8;9;10
      0.196073531265; 0;2;3;5;7;8;10
      0.196068887530; 0;1;2;3;5;7;8
      0.196055466345; 0;1;3;4;5;7;8;9;10
      0.196035379735; 0;1;2;3;5;6;8;9;10
      0.196008611647; 0;1;3;4;5;6;7;9
      0.195998898892; 1;4;5;6
      0.195994488771; 1;4;5;6;7;10
      0.195940886438; 0;2;3;4;5;7;9
      0.195940429782; 0;2;3;4;6;8;9
      0.195924014721; 1;2;8;10
      0.195913109028; 0;6;7;8;9;10
      0.195888758318; 0;1;2;7;8;9;10
      0.195716139271; 1;2;3;6;7;8;9;10
      0.195711061004; 0;2;5;6;8;9;10
      0.195705346346; 3;4;5;6;7;8;9;10
      0.195701098293; 4;5;8
      0.195638030141; 1;3;4;5;6;7;8;10
      0.195637685880; 0;3;4;5;6;9
      0.195543304581; 2;4;7
      0.195538087560; 2;3;4;5;6;8;10
      0.195533044903; 0;2;4;5;7;8;9;10
      0.195495659504; 1;3;4;5;6;7;8;9;10
      0.195492765165; 0;2;3;6;7
      0.195481467933; 0;2;8
      0.195473132799; 0;2;5;7;8;10
      0.195467607145; 0;1;3;4;7;8;9;10
      0.195448353045; 0;1;3;4;5
      0.195444452892; 2;4;5;7;9;10
      0.195407245894; 1;2;8;9
      0.195399011875; 2;3;4;6;8;10
      0.195396757646; 0;3;4;7;9
      0.195352880254; 1;3;5;6;7;8;9;10
      0.195346973101; 1;2;3;4;5;7;10
      0.195344197726; 1;2;3;4;5;7;9
      0.195269259303; 0;1;2;3;4;5;9
      0.195254153917; 1;2;4;5;6;8;10
      0.195252121326; 0;4;6;7;8;10
      0.195233845760; 0;2;8;10
      0.195211642295; 0;7;8;10
      0.195175983820; 0;2;6;8;9;10
      0.195152447367; 0;1;4;6;7;10
      0.195125867329; 0;2;3;6;9
      0.195074292801; 0;1;2;6;7;10
      0.195059868293; 1;2;4;6;8;9
      0.195050305872; 0;1;4;5;6;8;10
      0.195049592370; 0;1;2;4;6;9;10
      0.195022475795; 0;5
      0.195005296512; 0;2;4;6;7;9;10
      0.195004984909; 0;1;3;4;7;8
      0.194990577643; 0;2;3;7;8
      0.194990419770; 0;1;2;3;4;6
      0.194966381881; 0;1;2;3;4;7;8;9;10
      0.194955807458; 0;3;4;8;9
      0.194943986727; 4;5;6;8
      0.194934069275; 0;1;2;3;4;7;8;10
      0.194928020048; 1;3;4;7;8;9
      0.194916654715; 0;1;2;4;7;8;9;10
      0.194903845058; 0;2;4;5;8
      0.194895353522; 1;3;8
      0.194878148282; 0;1;2;5;8;9
      0.194851224869; 0;4;5;7;8;10
      0.194846708218; 2;4;5;7;10
      0.194844347739; 0;1;2;3;5;7;9;10
      0.194801255745; 0;2;4;5;6;7;9;10
      0.194799292223; 1;3;4;6;7
      0.194797670493; 2;5;6;8
      0.194793038738; 0;2;3;4;5;6;8;10
      0.194767138031; 0;2;6;9;10
      0.194683089453; 1;4;5;8;10
      0.194671756255; 2;4;6;9;10
      0.194664638113; 1;2;6;8;10
      0.194659153113; 0;3;5;6;7;8
      0.194630578791; 2;4;8;10
      0.194616911454; 0;2;3;4;5;6
      0.194606584413; 1;2;4;5;8;10
      0.194606241705; 0;2;3;6;7;8;9;10
      0.194566236110; 0;1;3;5;7;8;9;10
      0.194549619294; 0;1;2;4;5;8
      0.194537120911; 4;5;6;8;9;10
      0.194497664293; 1;6;10
      0.194488056044; 0;2;3;4;5;6;7;9;10
      0.194482762773; 0;1;2;4;5;7
      0.194451070521; 0;1;2;4;9
      0.194418966800; 0;2;5;10
      0.194413415495; 0;1;3;4;6;8;9;10
      0.194408699208; 0;2;3;6;7;8;9
      0.194386343794; 0;2;3;4;6;8;9;10
      0.194375134718; 0;1;2;5;8;9;10
      0.194321831831; 4;6;9
      0.194308858528; 0;1;2;3;4;5
      0.194244288769; 2;3;5;7;8
      0.194184375934; 0;1;4;5;6;9
      0.194164376959; 0;1;3;4;5;6;9
      0.194123995998; 3;4;6;7;8
      0.194118657473; 2;4;7;8;10
      0.194086424586; 2;3;4;6;7;8
      0.194078362979; 1;2;7;8;10
      0.194059670797; 2;4;6;10
      0.194026779276; 1;2;3;4;7;8;10
      0.194024934525; 1;2;5;6;7;10
      0.193994088097; 0;2;3;4;5;8;9
      0.193993622879; 1;2;4;6;8
      0.193972357465; 1;4;6;8;9
      0.193908684295; 0;1;2;3;4;6;10
      0.193862973733; 2;3;6;7;8;10
      0.193758565789; 2;4;10
      0.193758400692; 0;2;3;5;6;7;8;9;10
      0.193756155971; 2;3;6
      0.193661136355; 0;1;2;3;4;6;9;10
      0.193653352777; 1;2;6;9;10
      0.193625800634; 1;2;3;4;5;6;7
      0.193563075257; 0;4;5;6;7;8;10
      0.193562958897; 0;2;4;8;9
      0.193556396798; 0;2;4;5;10
      0.193551467908; 0;2;4;5;7;10
      0.193544867327; 1;2;4;5;6;9;10
      0.193507219309; 2;3;5;6;7;9;10
      0.193472938337; 1;3;4;5;7;9
      0.193462903427; 5;6;8;9
      0.193373976186; 1;3;4;5;6;7
      0.193371045083; 1;2;3;5;6;7;8;9
      0.193358803232; 0;3;7;8
      0.193343598306; 0;3;5;7;8
      0.193326265349; 0;1;4;5;8;10
      0.193322172473; 0;6;8;9;10
      0.193288978793; 0;5;6;8;9;10
      0.193219381370; 0;1;2;3;4;7
      0.193206573298; 0;3;6;8
      0.193155813549; 1;2;3;4;7;8
      0.193138124548; 1;4;5;6;10
      0.193122033473; 2;6;7;10
      0.193121601713; 0;4;5;6;10
      0.193110589772; 0;2;5;6;7;8;9;10
      0.193097158527; 1;2;4;7;8
      0.193074383792; 2;3;5;6;7
      0.193072782522; 0;1;4;6;7;8;9;10
      0.193071495099; 0;1;3;4;6;8;9
      0.193068264713; 0;1;4;5;9
      0.193059340584; 0;1;2;3;4;6;7;8;10
      0.193038969091; 0;1;2;3;5;6;7
      0.193009117300; 0;2;3;5;6
      0.193002696581; 1;2;5;6;7;9;10
      0.192920710777; 1;5;7;8
      0.192912359569; 0;2;3;4;7;8
      0.192871308173; 0;1;3;4;5;7;8
      0.192830321055; 0;1;2;3;5;6;7;8
      0.192810032759; 0;1;3;4;5;6;7
      0.192742070794; 0;2;5;6;9
      0.192738718025; 0;2;5;6;7;10
      0.192712604733; 0;3;4;5;6;7;8;9;10
      0.192681807828; 1;6;8;10
      0.192673529992; 2;4;5;6;8;10
      0.192656490669; 0;1;2;5;7
      0.192646676928; 0;1;2;3;4;8;9
      0.192595871094; 1;2;3;6
      0.192592367098; 0;2;3;4;8;9
      0.192575956870; 0;1;2;3;4;7;9
      0.192526818566; 0;1;3;4;5;8
      0.192525442252; 2;3;4;5;6;7
      0.192502629572; 0;2;4;6;7;10
      0.192478345495; 0;3;5;7
      0.192426763695; 1;5;6;7;8;9;10
      0.192407618122; 0;2;4;5;7
      0.192406725012; 2;3;4;5
      0.192376932238; 0;2;5;7
      0.192336221372; 0;1;2;3;4;5;7
      0.192314760379; 0;1;2;3;6;9
      0.192311967659; 0;1;2;3;4;5;7;10
      0.192301197630; 0;3;5;6;8;9
      0.192299822590; 4;5;6;7;10
      0.192271708959; 0;1;3;4;6;7;8
      0.192259513060; 1;2;3;4;7;8;9
      0.192240938178; 0;1;2;3;6
      0.192234409796; 2;5;6;8;9
      0.192228981122; 0;1;2;6;10
      0.192225939221; 0;6;7;8;10
      0.192220219170; 2;5;6;9;10
      0.192214739017; 1;2;3;4;5;6;9;10
      0.192197578823; 4;5;6;8;10
      0.192165323158; 1;2;6;7;9;10
      0.192103986847; 1;2;3
      0.192062939922; 0;1;3;4;6;7;8;10
      0.192050350102; 0;2;3;5;6;7;9;10
      0.192032897515; 1;6;7;8;10
      0.192031617703; 1;6;7;8;9;10
      0.191988581628; 1;3;4;6;7;8
      0.191962782000; 0;2;3;4;6;7;10
      0.191882647517; 0;1;3;4;5;6;7;10
      0.191868235485; 0;2;5;7;10
      0.191805795848; 4;8;9
      0.191789419087; 1;10
      0.191787426747; 0;1;2;3;6;7;9
      0.191753347108; 0;1;6;7;8
      0.191725204861; 0;2;5;6;8;9
      0.191710625943; 0;1;2;3;5;6;7;9;10
      0.191707499457; 2;4;5;8;10
      0.191654840422; 0;1;5;7;8;9;10
      0.191593612187; 1;2;5;7
      0.191569881434; 0;2;5;6
      0.191537758127; 0;2;8;9
      0.191520631239; 2;3;4;7;8
      0.191486089311; 2;5;7;9
      0.191483442628; 0;1;5;6;9
      0.191469878328; 1;2;5;8;9
      0.191463257324; 0;1;3;4;5;7;8;9
      0.191406335898; 1;2;5;9
      0.191367077669; 1;4;5;6;7;8;9;10
      0.191355100178; 0;4;5;8
      0.191309970931; 2;4;5;8;9
      0.191243351883; 1;2;4;6;8;10
      0.191225377743; 0;2;6;9
      0.191205930227; 0;1;2;3;4;5;6;9;10
      0.191191569164; 0;5;6;8;9
      0.191155407001; 3;4;5;7;8
      0.191107632720; 1;2;3;4;5;6;8
      0.191024542739; 0;2;10
      0.191007713877; 0;1;2;3;4;5;6;7
      0.191001466989; 0;2;3;5;6;8;9;10
      0.190985695775; 1;2;3;6;8
      0.190959611619; 1;2;5;7;9;10
      0.190957137856; 0;1;2;5;6;7;9;10
      0.190935113663; 2;4;5;6;9;10
      0.190932271929; 0;4;5;6;8;9
      0.190910923880; 0;1;4;6;9;10
      0.190910593175; 0;1;2;6;9
      0.190905610763; 2;4;5;6;8;9;10
      0.190902644854; 0;2;5;6;9;10
      0.190841539336; 1;2;6;10
      0.190836955484; 0;1;2;4;5;6;8
      0.190818543019; 0;1;2;3;7;8;10
      0.190760503020; 0;1;2;3;5;6;9;10
      0.190746506426; 0;1;2;3;5;7;8;9
      0.190734448140; 0;1;5;7;8
      0.190726912938; 1;3;4;5;7;8;9
      0.190682427503; 1;2;4;6;8;9;10
      0.190682348797; 0;5;7;10
      0.190681045753; 0;3;4;5;7;8;9
      0.190651474966; 0;1;2;4;8;9
      0.190639695712; 0;2
      0.190614008500; 1;2;4;6;7;9
      0.190607629844; 1;5;6;8;9;10
      0.190598937040; 0;4;5;6;8
      0.190550321583; 0;2;4;5;6;10
      0.190543463722; 0;1;2;4;5;6;8;9;10
      0.190532324377; 0;2;4;6;9
