      0.483787878788; 3;9
      0.198768860063; 3;4;5;7;8;9;10
      0.198695900676; 6;7;8
      0.198684799417; 0;2;3;6;7;8
      0.198651105798; 0;1;4;7;8;10
      0.198616308148; 0;1;3;4;8;9
      0.198606153533; 0;1;2;6;10
      0.198600815970; 0;1;3;6;7;8;10
      0.198558038692; 0;3;4;5;9
      0.198538584942; 0;2;3;6;8
      0.198515389354; 1;2;5;6
      0.198497343139; 0;2;6;8
      0.198491864622; 0;1;7;9
      0.198464160393; 1;2;3;6;7;9
      0.198412598636; 0;2;4;7;9;10
      0.198362749232; 0;2;3;6;8;9;10
      0.198301673565; 0;2;4;9
      0.198240375836; 0;2;5;9
      0.198194230610; 1;3;4;5;7;8
      0.198129370629; 2;7
      0.198104775369; 1;2;6;8
      0.198101751047; 1;2;4;6;7
      0.198079064683; 2;3;5;6;7;9
      0.198072633505; 0;1;4;7;10
      0.198055753244; 0;2;3;4;6;8;9
      0.198021052400; 1;2;6;10
      0.198007764711; 0;1;3;6;8;9;10
      0.197984721505; 0;3;4;6;8;9
      0.197982283217; 0;1;2;8;10
      0.197919439867; 0;3;4;6;8
      0.197892026680; 1;2;5;8;9
      0.197859291614; 0;1;7;8;9
      0.197844351683; 1;2;3;4;7
      0.197790084615; 0;1;3;4
      0.197740144518; 0;3;4;6;7;8;10
      0.197737931151; 4;5;10
      0.197699707148; 1;3;5;6;7;9
      0.197680773864; 1;3;5;7;8;9
      0.197642540233; 0;6;8;9
      0.197638203297; 0;5;7;8;9;10
      0.197630971738; 4;5;8;9;10
      0.197608811148; 0;1;2;3;6;7;9;10
      0.197588999057; 1;2;3;4;6;8;9
      0.197537257691; 0;1;6;7;8;9;10
      0.197526026908; 1;3;5;6;9;10
      0.197500049026; 0;2;4;7;8;10
      0.197497086247; 1;4
      0.197441324712; 0;2;3;4;7;9;10
      0.197400570425; 0;2;7;10
      0.197378121827; 1;3;4;6;7;8;9
      0.197345911951; 3;4;5;7;8;9
      0.197316977472; 1;5;8;9;10
      0.197272115108; 2;3;5
      0.197259689406; 0;1;2;4;9
      0.197175379772; 0;4;6;8;9;10
      0.197136763168; 0;2;7;8
      0.197132625218; 0;2;3;5;8
      0.197046688627; 0;3;5;6;7;8;9
      0.196948663122; 0;3;5;10
      0.196936932326; 1;5;6;9;10
      0.196901066805; 4;5;9;10
      0.196884901428; 4;5;8;10
      0.196838553309; 1;3;4;6;8;9;10
      0.196836738841; 0;1;3;6;7;10
      0.196816324620; 0;1;5;9
      0.196776131303; 0;3;4;6;7;8;9
      0.196766242642; 4;5;7
      0.196747896587; 0;1;2;3;4;8
      0.196703772512; 1;2;4;6;10
      0.196668711390; 0;3;4;5;8
      0.196608391608; 4;6
      0.196581949678; 0;4;7;8
      0.196539822638; 0;5;6
      0.196522089029; 1;3;5;7
      0.196498743129; 1;2;5;6;10
      0.196478964872; 0;6;7;8
      0.196452174316; 0;2;4;10
      0.196397660594; 0;1;2;5;8;10
      0.196340929362; 1;2;3;4;7;9
      0.196267393500; 3;5;6;7;8
      0.196178938189; 1;3;4;5;10
      0.196155743519; 2;3;4;6;7
      0.196136363636; 0;8
      0.196130220797; 0;1;4;9
      0.196129155456; 0;1;2;7;10
      0.196127347631; 1;3;4;5;8;10
      0.195997287868; 2;3;5;6;9
      0.195956334300; 1;2;3;4;5;8;9
      0.195915760769; 0;1;3;5;7;9
      0.195897901712; 1;4;5;8;9;10
      0.195878939416; 1;2;3;4;6;10
      0.195865021465; 0;3;4;6;7;9
      0.195857097716; 0;3;5;6;7;9;10
      0.195769380681; 2;4;5;7;10
      0.195755797646; 1;2;3;5;7;8;9;10
      0.195740151210; 1;3;4;6;7;9;10
      0.195723088380; 0;1;3;4;7;8;10
      0.195710173376; 0;2;3;6;10
      0.195695896628; 0;2;4;6
      0.195618221473; 0;1;3;4;5;8
      0.195549597523; 0;1;6;9
      0.195539664446; 0;5;7;9;10
      0.195424497438; 0;2;3;4;7;10
      0.195394012361; 0;1;2;6;9
      0.195390559261; 2;3;5;6;10
      0.195387059043; 3;4;5;6;8;10
      0.195373587714; 0;1;3;6;8;9
      0.195359510770; 0;3;5;6;8;10
      0.195347382358; 0;2;3;4;6;9;10
      0.195260389519; 1;3;4;6;8
      0.195220023513; 1;2;4;5;8;10
      0.195194023495; 0;1;4;8
      0.195191142799; 1;2;3;5;8;10
      0.195185551070; 2;3;5;6;8;9;10
      0.195184829236; 0;2;6;7;10
      0.195180342320; 0;1;3;4;6;8;9;10
      0.195009447336; 1;4;6;7;9;10
      0.194999286508; 2;4;6;7;8;9;10
      0.194964206364; 0;1;3;6;7
      0.194961181101; 0;1;2;3;5
      0.194953509161; 0;1;2;3;5;8;9
      0.194945456401; 0;1;2;4;9;10
      0.194927256148; 2;3;4;5;7;8;9;10
      0.194894790895; 0;1;2;3;4;8;9;10
      0.194762132665; 0;2;3;4;7;8;10
      0.194750120618; 1;2;6;8;9
      0.194720665961; 1;2;3;4;6;8;9;10
      0.194702529252; 0;3;4;6;7;10
      0.194696863392; 0;1;3;5;9;10
      0.194596305292; 1;2;3;6;10
      0.194590963929; 0;1;2;3;6;8;9;10
      0.194511664948; 0;2;3;6;7;9;10
      0.194506807694; 0;2;3;5;8;10
      0.194463904337; 2;5;7;8;9
      0.194460873421; 1;4;8;9
      0.194418578271; 0;3;5;7
      0.194408938823; 1;3;5;6;8;9
      0.194395336455; 1;6;7;8
      0.194388593157; 0;2;9
      0.194350964118; 0;1;3;4;6;9;10
      0.194336303546; 1;2;3;4;7;8
      0.194294470368; 0;4;6;7;8;9;10
      0.194277598359; 0;2;3;6;8;10
      0.194262352892; 2;4;6;9
      0.194195836746; 0;5;6;8;9;10
      0.194194986316; 1;2;5;8;9;10
      0.194187267361; 5;6;7;8;9;10
      0.194182847309; 5;6;7;9;10
      0.194151830320; 3;4;5;6;9
      0.194132590053; 0;1;5
      0.194046359440; 0;1;3;5;7;9;10
      0.193948135198; 1;9
      0.193926193991; 1;2;3;4;6;7;9;10
      0.193908988687; 1;2;4;5;7;8
      0.193885451998; 2;3;4;6;10
      0.193852626713; 0;1;6;8;10
      0.193809877275; 0;1;6;7;9
      0.193784961956; 4;6;7;8;10
      0.193771340026; 2;3;5;6;7;8;9;10
      0.193742590710; 2;6;8;10
      0.193700466200; 2;9
      0.193670026188; 0;2;7;8;9;10
      0.193658106023; 0;2;3;6;7;8;9
      0.193641587192; 0;2;3;6;7;8;10
      0.193633208272; 1;2;3;6;8;10
      0.193629868056; 4;5;7;8;10
      0.193621976245; 0;1;3;4;6;10
      0.193619921659; 1;3;5;6;7;8;9;10
      0.193606470204; 1;2;6;7;10
      0.193596470008; 0;1;2;3;4;9;10
      0.193573543945; 1;4;5;7;9;10
      0.193561815578; 0;2;6;8;9;10
      0.193513986014; 0;10
      0.193499504863; 0;2;4;7;8
      0.193487200790; 0;2;3;5;7;8;9;10
      0.193460811324; 2;3;4;6;7;8;9;10
      0.193275038651; 1;2;3;5;7
      0.193263511861; 2;5;7;8;10
      0.193257575758; 3;6
      0.193255397768; 1;3;5;6;8;9;10
      0.193223255303; 0;2;3;4;6;7;8;9
      0.193208431407; 1;2;3;4;6;9;10
      0.193170431484; 0;4;6;9;10
      0.193167897674; 1;4;7
      0.193125630966; 1;5;7;8;9;10
      0.193082698948; 2;4;5;7;8;10
      0.193069570063; 1;3;5;6;10
      0.193054823973; 1;4;6;8;10
      0.193035483801; 0;3;5;6;7;8;9;10
      0.193029842577; 1;4;6;7;10
      0.192952079763; 2;5;6;10
      0.192942886264; 2;3;4;5;7;8
      0.192902710117; 1;2;3;6;7;10
      0.192831812858; 2;3;5;6;9;10
      0.192826155957; 0;1;3;5;7;10
      0.192781345242; 2;4;6;7
      0.192779456442; 1;2;4;7;8;9
      0.192770887984; 0;3;5;6;7;9
      0.192764791414; 0;1;3;4;7;9
      0.192764161790; 1;2;4;6;8;9;10
      0.192761985072; 1;2;3;4;7;8;9;10
      0.192761683346; 1;2;3;5;7;8;9
      0.192736772950; 0;2;4;8;9
      0.192726940477; 0;2;5;6
      0.192699860962; 0;1;3;6;8
      0.192671389739; 1;2;3;4;6;8
      0.192665234110; 4;5;7;8;9;10
      0.192662766604; 1;2;5;7;8;10
      0.192632040013; 0;1;3;4;7;8;9
      0.192611504986; 0;1;2;6;8
      0.192572229875; 1;2;4;7;8;9;10
      0.192571101959; 0;4;6;7;9;10
      0.192544275534; 0;1;2;8;9;10
      0.192540233790; 0;2;3;4;6;7;8
      0.192535858711; 0;2;3;4;6;9
      0.192514424603; 0;2;3;4;6;8;10
      0.192487912512; 2;4;5;7;9;10
      0.192478519938; 1;2;3;5;6;9
      0.192473778821; 2;4;5;7
      0.192439503061; 0;2;3;6;7;9
      0.192406134583; 1;3;4;5;8
      0.192397126099; 0;1;3;5;6;9;10
      0.192374383891; 1;2;3;4;6;7;10
      0.192341082739; 1;4;5;10
      0.192321640892; 3;4;5;6;10
      0.192271943555; 0;1;2;4;8;10
      0.192265178024; 0;2;3;6;7;10
      0.192205702997; 0;1;2;4;6;8
      0.192089441385; 0;5;6;7;10
      0.192076902346; 1;2;5;7;10
      0.192047306524; 0;4;6;8
      0.192036716367; 0;2;3;5;7;8
      0.192005773803; 1;3;4;6;7
      0.191985455587; 2;5;9;10
      0.191935739219; 2;3;5;7
      0.191909941250; 1;2;6;7;9;10
      0.191856597042; 0;2;3;4;7;9
      0.191856187447; 3;4;5;6;7;9;10
      0.191855445782; 0;1;2;3;4;8;10
      0.191853893194; 0;1;2;4;8;9
      0.191843877273; 4;6;8;10
      0.191764025106; 1;2;5;9;10
      0.191748827057; 0;2;3;5
      0.191741769468; 0;1;6;7
      0.191726584067; 0;1;2;3;4
      0.191678677498; 0;5;6;7;8;9;10
      0.191662881240; 1;4;5;7;10
      0.191651443867; 0;2;4;7;8;9
      0.191584156699; 0;1;3;5;7;8;9
      0.191561523983; 4;6;10
      0.191558544327; 0;1;3;4;6;9
      0.191493892163; 0;1;2;6;8;10
      0.191487012230; 0;2;6;8;10
      0.191486728463; 5;6;7;10
      0.191485973826; 2;4;5;7;9
      0.191470770268; 0;1;3;4;6;8;9
      0.191444349776; 0;1;6;8;9;10
      0.191417080678; 1;5;7;9;10
      0.191401544559; 0;3;4;5;7;8;9
      0.191335510797; 0;2;3;5;6;8;9
      0.191326314715; 2;4;6;7;10
      0.191320260509; 0;1;5;7;8;10
      0.191283574984; 1;2;3;5;7;9
      0.191276054924; 2;5;7;9
      0.191269515472; 1;2;3;5;7;8;10
      0.191253305462; 0;2;3;4;7;8;9;10
      0.191247451980; 2;3;4;6
      0.191139283380; 0;1;2;5;10
      0.191127405388; 0;1;3;4;7;9;10
      0.191085010493; 1;2;4;6;9
      0.191038134154; 1;3;4
      0.191014856050; 0;2;6;7;8;9;10
      0.191010930340; 0;1;4;6;7
      0.190962846159; 0;3;5;6;10
      0.190897356474; 0;2;4;9;10
      0.190895049130; 1;4;7;9
      0.190885220340; 0;2;5;8;10
      0.190879499814; 2;4;5;7;8;9;10
      0.190823485537; 5;6;9;10
      0.190812746302; 0;1;3;6;7;8;9;10
      0.190802947740; 0;1;2;3;5;9;10
      0.190798378717; 1;2;3;6;7;8;10
      0.190783227278; 0;2;6;7;9
      0.190757482513; 2;4;5;8;9
      0.190732954093; 0;2;5;8;9;10
      0.190732482848; 1;3;4;5;6;8;9;10
      0.190725126377; 1;3;5;6;7;9;10
      0.190675713391; 1;2;3;6;7;8;9;10
      0.190655298877; 2;4;5;8;9;10
      0.190607859441; 0;1;4;5
      0.190584752503; 0;2;4;7
      0.190555352289; 1;2;3;6;7
      0.190489165994; 2;4;5;6
      0.190479472940; 0;5;8;10
      0.190440854753; 0;2;3;4;5;8
      0.190415681251; 3;4;5;6;7;8
      0.190402430514; 2;4;5;9;10
      0.190325070564; 2;3;4;5;6;7;8;9
      0.190307945514; 1;2;6;9
      0.190284364365; 0;2;3;5;6;9;10
      0.190255867554; 2;4;5;9
      0.190210599704; 0;1;2;7;8
      0.190209906689; 2;5;6;9;10
      0.190131520357; 2;3;4;6;7;8;10
      0.190118353803; 5;6;10
      0.190055654521; 1;3;4;6;8;10
      0.190050562543; 2;6;8
      0.190049831457; 4;5;7;8;9
      0.190042454520; 0;5;10
      0.190037878788; 6;7
      0.190022129186; 0;6;9
      0.189972432140; 0;1;2;7;8;9
      0.189965359995; 3;4;5;6;7;8;9;10
      0.189961755780; 1;4;6;8;9;10
      0.189954368890; 0;4;10
      0.189929687088; 0;5;6;8
      0.189903405556; 2;3;4;5
      0.189714949462; 1;2;4;6;7;10
      0.189683897885; 0;2;5;7;10
      0.189679796171; 0;5;6;8;10
      0.189634973751; 1;2;4;6;7;8;10
      0.189593923904; 0;3;4;5;9;10
      0.189561187949; 1;2;4;5;7
      0.189557301091; 0;6;8
      0.189553196873; 0;2;4;5
      0.189538886740; 0;2;3;4;6;8;9;10
      0.189507575758; 1;8
      0.189493241881; 3;5;6;7
      0.189459007020; 1;2;7
      0.189401542506; 1;3;4;5;6;7;8;9
      0.189399957132; 1;2;3;6;7;8
      0.189377947912; 0;1;2;3;4;6;7;9
      0.189331265046; 0;2;4;6;8;10
      0.189308107382; 0;1;4;7
      0.189297031475; 2;5;6;8;10
      0.189290805569; 0;3;5;6;7;8
      0.189276393647; 0;2;3;4;7
      0.189249489503; 1;2;7;9
      0.189223163181; 0;2;3;5;6;9
      0.189161138870; 0;2;4;6;9
      0.189160586193; 1;2;7;8;9
      0.189114995614; 1;2;4;5;10
      0.189094234080; 0;2;3;4;5;8;9
      0.189065718198; 4;6;8;9
      0.188935240241; 0;1;2;3;4;6;8;9
      0.188896295941; 0;1;4;7;8
      0.188860222185; 1;3;4;5;7;10
      0.188822356174; 1;2;3;4;6;7
      0.188807117779; 2;4;6;8
      0.188788128906; 0;2;3;5;6;8
      0.188778241907; 0;3;4;6;7;8;9;10
      0.188754323797; 0;2;6;7;9;10
      0.188715034965; 0;9
      0.188705203810; 0;1;2;4;6;9
      0.188700760601; 2;4;6;8;10
      0.188660154901; 1;4;5;7;8;10
      0.188652671731; 0;1;2;3;4;7;8;10
      0.188645825847; 0;4;5
      0.188625260388; 1;4;6;9;10
      0.188624923894; 4;6;7;10
      0.188622083908; 1;2;3;4;6
      0.188503860257; 0;1;3;5;7;8;10
      0.188489262316; 0;1;2;3;5;10
      0.188465916241; 0;1;2;6
      0.188450257080; 1;2;4;5;8
      0.188416502224; 3;4;5;6;7;9
      0.188387255623; 0;4;8;9
      0.188315009668; 0;1;2;7;8;10
      0.188293842141; 0;3;5;6;7;8;10
      0.188239175784; 0;1;3;4;6;8
      0.188220666698; 0;1;3;4;5;9
      0.188188096389; 0;2;4;7;8;9;10
      0.188179140550; 0;2;3;4;6;7;9;10
      0.188170718244; 0;3;4;5;7;10
      0.188122010520; 0;1;5;8;9;10
      0.188080849341; 1;4;5
      0.188074066425; 4;5;9
      0.188073527573; 0;2;6;9;10
      0.188062518514; 0;1;3;5;7
      0.188037121922; 1;2;5;6;8
      0.187986928098; 1;6;7;9
      0.187942375038; 1;2;5;6;8;10
      0.187936129274; 0;1;4;8;10
      0.187889396528; 2;4;6;8;9
      0.187856308470; 4;5;7;9
      0.187800079137; 1;2;3;4;5;8;9;10
      0.187719178589; 0;1;2;3;5;8
      0.187694777110; 0;1;3;5;6;8;9
      0.187693300591; 0;2;3;4
      0.187687140567; 0;2;3;6;7;8;9;10
      0.187663855744; 0;1;4;7;9;10
      0.187614181623; 1;2;3;5;6;8;10
      0.187531018669; 1;2;3;4;6;8;10
      0.187524603874; 0;1;3;4;7
      0.187511815734; 1;2;3;4;5;8
      0.187440572927; 1;4;9
      0.187406340181; 0;1;4;5;10
      0.187357908003; 0;1;2;7;8;9;10
      0.187302118334; 0;1;2;3;5;6;8;9
      0.187279117599; 0;1;3;5;6;9
      0.187169753808; 1;2;4;6;9;10
      0.187133392648; 1;2;4;5;6
      0.187131925109; 2;3;5;6;7;9;10
      0.187112380975; 0;5;6;9;10
      0.187076780744; 2;4;6;7;8;9
      0.187069367376; 0;1;4;8;9;10
      0.187032348680; 0;1;3;5;8;9;10
      0.186920923183; 1;3;5;6;7;8
      0.186826189367; 0;2;3;4;6;7;8;10
      0.186826067473; 0;2;3;5;7
      0.186821218290; 0;2;3;4;6;10
      0.186805303779; 2;6;7;10
      0.186724515019; 0;2;3;5;7;8;9
      0.186722393832; 0;1;2;3;5;8;10
      0.186699334446; 0;4;8;10
      0.186699097347; 0;2;6;10
      0.186679121887; 0;1;4;9;10
      0.186662923038; 0;1;2;8;9
      0.186619857066; 0;4;5;8;9;10
      0.186608540465; 0;5;7;8;9
      0.186592825479; 2;3;6;7
      0.186576189896; 1;2;4;5;9
      0.186506932447; 0;1;2;3;4;7
      0.186504217908; 1;2;6;8;9;10
      0.186493326082; 1;2;3;5;7;10
      0.186487929826; 2;3;5;6;7;8;9
      0.186476479747; 0;2;4;5;8
      0.186436122016; 2;4;6;7;9;10
      0.186359927176; 0;1;2;3;4;6;9
      0.186358540103; 3;5;6;7;8;10
      0.186356746440; 0;1;2;3;6;8
      0.186259476018; 0;2;3;5;6;8;9;10
      0.186202302511; 0;3;4;5;6;8;9;10
      0.186194092286; 1;2;5;7;8;9;10
      0.186192722260; 0;1;3;5;6;8;9;10
      0.186188337944; 1;4;6;10
      0.186184406531; 5;6;8;10
      0.186157171910; 0;1;2;5;7;10
      0.186150228332; 0;1;2;3;4;7;9
      0.186137349297; 4;6;7;9
      0.186115689159; 0;2;3;5;7;9;10
      0.186102665791; 0;2;3;4;6;7;10
      0.186093217606; 0;1;3;4;5;8;10
      0.186069527146; 1;5;6;10
      0.186051618453; 0;2;10
      0.186030585125; 0;1;2;3;4;6;7;8;9;10
      0.185989648808; 0;4;5;7;8;9;10
      0.185974488633; 1;3;5;6;7;8;10
      0.185972339861; 0;5;6;8;9
      0.185912241090; 0;2;4;6;8
      0.185881324870; 3;4;5;6;8
      0.185876686324; 1;3;4;5;6;7;8;9;10
      0.185851848032; 0;1;2;6;8;9;10
      0.185839160839; 5;10
      0.185795154895; 0;1;2;4;6
      0.185745286158; 0;2;3;5;7;8;10
      0.185713721884; 0;1;5;7
      0.185637654433; 0;4;6;7;8;10
      0.185635358443; 1;2;6;7;8;9;10
      0.185616766836; 1;3;4;6
      0.185607622961; 3;4;5;6;9;10
      0.185586116992; 0;2;5;9;10
      0.185526721237; 0;1;2;3;5;6;8;9;10
      0.185445925555; 0;1;2;3;5;6;9
      0.185392180365; 0;4;5;7;10
      0.185383508360; 0;1;2;3;4;5;9
      0.185369537849; 4;5;6
      0.185354181849; 1;4;5;7;8;9;10
      0.185343346031; 0;5;8
      0.185341421160; 0;1;2;3;5;7;8
      0.185338798277; 2;3;4;5;6;9
      0.185321687571; 0;1;2;3;4;7;8
      0.185250690901; 1;3;4;5;7;8;10
      0.185227902226; 0;1;2;3;5;7;8;9
      0.185193596171; 0;2;3;5;10
      0.185152338210; 0;1;2;3;4;6;9;10
      0.185132360502; 1;4;6;7;8;9;10
      0.185106681863; 0;1;2;3;4;7;8;9;10
      0.185060036119; 0;1;2;3;5;8;9;10
      0.185019256491; 0;1;2;3;4;7;9;10
      0.184984394641; 1;4;7;8
      0.184968136346; 0;1;3;4;6;7;9;10
      0.184948923194; 0;1;3;4;6;7;9
      0.184946534292; 0;2;7;8;9
      0.184875845617; 0;3;4;5;7;8
      0.184858502569; 1;2;4;6;7;9;10
      0.184808836993; 0;1;6;8;9
      0.184802338818; 1;3;4;6;7;8;9;10
      0.184783878227; 0;1;5;8;10
      0.184778075618; 0;2;3;4;6;7;9
      0.184773460304; 2;4;6;7;9
      0.184767495348; 0;1;3;5
      0.184738142462; 3;4;5;6;8;9;10
      0.184671859739; 4;5;6;9;10
      0.184574216984; 0;1;3;5;6;7;8;9;10
      0.184528357207; 0;4;9
      0.184522068075; 0;2;4;7;9
      0.184494747056; 0;2;4;6;8;9;10
      0.184488796124; 1;3;4;6;7;8;10
      0.184472729957; 1;2;3;4;6;7;8;9
      0.184340073319; 1;2;4;5;8;9
      0.184335149123; 0;1;2;4;7;10
      0.184329904458; 1;4;6;8
      0.184180240611; 1;6;7
      0.184158803891; 0;1;2;3;6;7;8;9
      0.184139509010; 1;2;6;7
      0.184128345129; 0;2;3;5;6;7;8;9
      0.184121704011; 0;2;3;4;5;7;9;10
      0.184065713813; 0;1;3;4;5;7;8;9
      0.184056109759; 0;2;5;10
      0.184035322192; 1;2;4;5;8;9;10
      0.184018923383; 2;3;4;5;7
      0.184000591442; 1;4;5;9;10
      0.183999806019; 2;3;6
      0.183964593787; 0;1;5;7;10
      0.183946192028; 1;4;6;7
      0.183920902523; 1;2;3;4;5;7;8
      0.183889827455; 0;1;2;3;6;7;10
      0.183887816592; 0;3;4;5;6;7;8;9
      0.183873702816; 3;4;5;6;8;9
      0.183857896348; 2;5;6;8;9
      0.183853893996; 0;1;3;6;7;8;9
      0.183831148892; 1;4;6;7;8;10
      0.183819135995; 0;2;4;6;7;8;10
      0.183810987035; 1;5;6;7;9;10
      0.183810837448; 0;1;2;7;9
      0.183809150541; 0;2;5;7;9
      0.183802886446; 2;3;4;5;6;7;8
      0.183755301779; 0;1;6;7;8;10
      0.183753366326; 1;2;4;5;9;10
      0.183751031618; 3;4;5;6;7
      0.183749816865; 1;2;3;4;5;9
      0.183740810882; 0;4;8
      0.183700619169; 2;6;7;8;9
      0.183672391257; 0;1;2;3;5;7;8;10
      0.183634790756; 0;1;4;5;7;10
      0.183564052637; 0;2;3;6;7
      0.183530024644; 0;3;4;5;6;7;9
      0.183525066109; 0;1;3;4;6;7;8
      0.183473582272; 1;2;5;7;9
      0.183442149271; 2;5;7;8
      0.183361989382; 0;2;5;6;8;10
      0.183359416620; 2;3;5;6;8;10
      0.183315415902; 0;2;3;6
      0.183309486608; 0;1;2;3;6;7;8
      0.183294629598; 1;3;5;6;8;10
      0.183267437920; 0;3;4;5;6;9
      0.183260105332; 1;3;4;5;7;9;10
      0.183233019325; 1;3;4;5;7;8;9;10
      0.183192394902; 1;5;6;7;8;9;10
      0.183120525658; 0;1;2;3;4;7;8;9
      0.183100783029; 0;2;4;6;10
      0.183059435759; 0;2;3;5;6;8;10
      0.183058854399; 1;2;5;6;8;9
      0.183041702228; 0;1;2;6;7;8;9;10
      0.183041291894; 1;2;3;4;6;7;8;9;10
      0.182990225718; 1;2;3;4;6;7;8;10
      0.182976355665; 1;4;6
      0.182912878958; 0;1;3;4;5;7;8;10
      0.182874748448; 0;2;3;5;6;7;8;9;10
      0.182867249294; 0;2;6;7;8;9
      0.182830696587; 1;2;7;8
      0.182800559534; 1;4;6;8;9
      0.182765687354; 1;2;4;5;7;10
      0.182759627137; 0;2;3;4;5;9
      0.182734309005; 1;2;3;4;5;7;8;10
      0.182724205230; 1;2;3;4;6;7;9
      0.182721178527; 5;6;7;8;9
      0.182684509431; 0;1;2;4;7;9;10
      0.182660370762; 0;3;5;6;7;10
      0.182635357543; 1;2;3;4;6;7;8
      0.182629915078; 0;1;3;4;6;7;8;9
      0.182610635809; 2;3;4;5;7;10
      0.182545613009; 0;2;3;4;6;7
      0.182542500101; 0;1;2;4;7;9
      0.182497511926; 1;2;3;4;5
      0.182445564045; 0;2;5;7;8;9;10
      0.182406256729; 0;1;2;3;6;7;9
      0.182281468531; 1;7
      0.182255220931; 0;2;5;6;8;9;10
      0.182188090786; 0;2;6;7;8;10
      0.182182772204; 0;3;4;5;7;8;10
      0.182161462239; 0;4;6;8;10
      0.182155028180; 1;2;3;4;5;7;8;9;10
      0.182133885971; 0;1;2;6;7;10
      0.182126054375; 2;6;7
      0.182102833988; 0;1;2;4;6;7
      0.182092970374; 2;3;5;6;7;8
      0.182091775537; 2;5;6;8;9;10
      0.182071374614; 0;1;3;4;6;8;10
      0.181997715239; 0;1;2;3;4;7;10
      0.181924232998; 2;5;6;8
      0.181924097375; 1;2;3;5;6;8;9;10
      0.181917372294; 0;1;4;6;7;10
      0.181914335664; 0;7
      0.181858974359; 5;8
      0.181723630946; 1;2;3;5;6;9;10
      0.181706970064; 1;2;3;5;7;8
      0.181701010496; 2;3;5;6;7;8;10
      0.181689229132; 0;1;2;3;6;8;10
      0.181675649748; 0;1;4;6;10
      0.181657925408; 6;9
      0.181655202455; 0;2;3;4;5;7;8;9
      0.181647584179; 0;3;4;5;7
      0.181609702214; 0;5;6;7;9;10
      0.181603388362; 0;2;5;6;8
      0.181600704673; 0;1;5;6;8;9;10
      0.181596156754; 1;5;7;8
      0.181586997607; 0;2;6;7;8
      0.181534305508; 0;1;3;5;6;8
      0.181521627980; 2;3;4;5;6;8
      0.181490314095; 0;2;4;6;7;9;10
      0.181465137017; 0;1;2;3;4;6;7;8;10
      0.181450730790; 2;5;6;7;8;9;10
      0.181438598613; 0;1;2;6;7;9;10
      0.181357868363; 0;1;2;3;5;7;9
      0.181316610204; 1;2;3;5;6;10
      0.181279981348; 0;1;2;3;4;6;8;9;10
      0.181271026153; 5;6;8;9
      0.181264701073; 0;1;2;3;6;7;8;9;10
      0.181262003654; 2;6;9
      0.181182989628; 5;6;7;8;10
      0.181158817733; 0;1;2;3;4;6;7;10
      0.181128097346; 0;4;5;6;10
      0.181121433466; 2;3;4;5;7;8;10
      0.181109486055; 0;1;2;6;7
      0.181081192021; 0;1;2;3;6;7
      0.181071203041; 0;1;2;3;6;10
      0.181068464004; 0;1;4;7;8;9;10
      0.181024040469; 1;6;9
      0.180973403016; 1;3;4;5;6;7;9;10
      0.180957660902; 3;4;6
      0.180920298029; 1;3;4;5;6;8;10
      0.180917734204; 0;1;3;4;6
      0.180915603151; 0;2;3;5;6;7;9;10
      0.180866337298; 0;1;2;3;5;7
      0.180862284794; 0;2;6;8;9
      0.180794790338; 0;2;4;5;8;9;10
      0.180772398612; 1;2;4;6;8;10
      0.180771320065; 0;5;7;10
      0.180766190358; 1;2;5;7;9;10
      0.180756717325; 1;2;6;7;8;10
      0.180746550855; 2;3;4;5;6;7;9
      0.180738049293; 0;1;2;6;9;10
      0.180702586095; 0;2;4;6;9;10
      0.180695180940; 3;4;5;6;7;8;10
      0.180624203810; 0;2;5;7;9;10
      0.180611297352; 1;2;3;5;6;8
      0.180604472505; 1;2;3;4;5;9;10
      0.180592412117; 0;1;2;3;5;7;8;9;10
      0.180587697160; 0;1;4;6;8;9;10
      0.180570688096; 2;3;4;5;6;9;10
      0.180558480920; 0;1;3;4;5;7;10
      0.180494690912; 0;1;5;7;8;9;10
      0.180493535638; 0;2;4;5;8;9
      0.180464216924; 0;2;3;4;5;7;8;9;10
      0.180442693276; 0;4;5;7;8;9
      0.180432228063; 0;3;6
      0.180398967930; 0;1;2;3;4;5;8;9;10
      0.180359924308; 0;1;4;7;8;9
      0.180350143245; 1;4;5;6
      0.180325906251; 1;5;8
      0.180307902295; 0;5;7;9
      0.180296081484; 0;1;4;5;8;10
      0.180241189549; 1;4;5;8;10
      0.180200280799; 0;1;3;4;5;10
      0.180190648767; 0;2;5;7;8
      0.180158974575; 0;1;2;3;5;7;10
      0.180132513899; 1;4;5;6;10
      0.180106737481; 4;5;6;8;9;10
      0.180103061460; 0;3;4;5;7;8;9;10
      0.180101278434; 0;2;4;5;8;10
      0.180084866944; 1;2;5;7
      0.180072043541; 0;3;4;5;6;9;10
      0.180043760123; 0;1;5;6;8;10
      0.179934446178; 0;1;3;4;5;8;9
      0.179902054443; 0;5;9
      0.179815084209; 1;2;5;6;9
      0.179785430921; 1;3;4;5;6;8;9
      0.179729110754; 0;1;2;3;4;6;8
      0.179638529084; 0;4;6;7
      0.179615670174; 0;1;2;3;4;5;6;9
      0.179612762078; 0;2;3;5;7;10
      0.179598220809; 0;2;3;4;5;8;10
      0.179589043162; 2;3;4;5;6;8;9
