      0.488776093310; 3;10
      0.167208679419; 1;2;3;5;9;10
      0.167190884878; 0;3;4;5;6;7;8;9;10
      0.167188169051; 1;2;3;6;7
      0.167187195974; 1;3;5;6;7;9;10
      0.167184083408; 0;1;2;3;4;7;8;10
      0.167154673816; 0;5;9;10
      0.167130860528; 0;3;4;6;8;9;10
      0.167095876416; 0;4;8;9
      0.167037061293; 0;1;2;3;5;7;8;10
      0.167034237848; 0;1;2;3;4;7;10
      0.167009047426; 0;3;5;6;8;9
      0.166877763086; 1;3;4;5;10
      0.166809011423; 3;4;5;6;7;8;9
      0.166714532413; 0;3;4;8
      0.166651136395; 0;3;4;7;8
      0.166595068171; 0;1;2;3;7;8;10
      0.166574759075; 0;2;3;4;6;8;9
      0.166539848569; 1;2;4;6
      0.166536505691; 0;2;3;4;6;8;9;10
      0.166531783240; 0;5;7;8;9
      0.166497982705; 3;4;5;6;7;9
      0.166489861408; 3;4;6;7;8
      0.166471565920; 0;2;3;4;7;8;9;10
      0.166416176092; 2;3;4;5;6;10
      0.166412859050; 3;4;5;6;7;8;10
      0.166387383438; 0;3;4;6;8;10
      0.166382214473; 2;4;6;7;8;9
      0.166373976871; 0;1;5;7;10
      0.166369995991; 2;3;4;5;7;8
      0.166360825586; 0;1;3;5;7;9
      0.166325646926; 2;3;4;5
      0.166288114350; 0;1;6;9;10
      0.166266224437; 0;3;5;6;7;10
      0.166264519490; 1;2;3;5;6;9
      0.166213472726; 2;3;5;6;7;8;9
      0.166194790602; 0;3;4;7;9
      0.166186171454; 2;4;5;9
      0.166134980271; 1;3;6;8
      0.166126567359; 0;1;2;3;4
      0.166102111477; 1;2;3;8;9
      0.166094143585; 0;3;5;6;8;10
      0.166086272411; 2;3;4;6;8;10
      0.166075600570; 1;2;3;4;6;9;10
      0.166023117846; 1;2;3;7;8
      0.165989160379; 3;4;6;8;10
      0.165984820828; 0;1;2;3;6;7;9;10
      0.165975978403; 1;3;5;7;8
      0.165937604406; 2;4;7;8;10
      0.165925274795; 1;2;7;9;10
      0.165882685108; 0;2;3;5;6;7;8;10
      0.165863368295; 0;1;8;9;10
      0.165849632014; 1;2;3;5;8;9
      0.165837098648; 0;2;5;8;9
      0.165824948288; 0;1;2;3;7;8;9;10
      0.165808555115; 0;2;7;8;10
      0.165759510853; 0;1;3;5;6;7;9;10
      0.165746508767; 0;2;3;5
      0.165738053835; 0;2;3;4;5;7;9
      0.165737971723; 0;2;3;8
      0.165718101009; 0;2;3;4;7;9
      0.165698147644; 0;2;3;5;6;7;9;10
      0.165661174631; 0;2;5;7
      0.165582373344; 0;5;6;7;9
      0.165567007479; 0;2;3;6;7;8;9
      0.165504825832; 0;1;3;4
      0.165498042598; 2;3;4;5;6;7;8;9;10
      0.165406422547; 2;5;7;10
      0.165406391802; 2;5;7;8;10
      0.165385186479; 0;2;5;7;10
      0.165356238341; 0;2;3;6;8;9;10
      0.165318495467; 0;2;3;4;5;9;10
      0.165248711624; 2;3;4;5;6;7;9;10
      0.165156602996; 1;3;4;6;7;8;9;10
      0.165152563119; 0;1;3;6;7;9
      0.165059157472; 1;3;4;7;8;9
      0.165028680284; 0;1;2;3;6;7;8;9;10
      0.165020572602; 1;2;3;5;6;9;10
      0.165019793244; 1;2;3;5;7;8
      0.165007695243; 0;2;4;5;9
      0.165005394768; 0;1;2;7;10
      0.164991200377; 0;5;7;9;10
      0.164989603126; 4;6;7;8;9
      0.164974587440; 2;5;8;9;10
      0.164947327592; 4;6;7;9;10
      0.164880131959; 2;6;8;9
      0.164872574589; 0;6;7;8;9
      0.164867796770; 2;3;4;6;8;9
      0.164735700784; 0;1;2;5;10
      0.164729305594; 0;1;2;3;4;6;10
      0.164674407434; 0;1;3;4;5;9;10
      0.164672527880; 0;1;3;4;6;10
      0.164638842266; 1;3;5;6;7
      0.164617612162; 1;3;5;6;7;9
      0.164617136879; 1;6;7;8
      0.164604508724; 0;2;4;7;8;9;10
      0.164602329166; 0;1;2;5;7
      0.164589800916; 3;5;6
      0.164571287057; 1;2;3;4;6;7;9
      0.164517083238; 0;1;3;4;8;9;10
      0.164498626337; 1;2;3;5;6;7;10
      0.164465646888; 0;1;2;4;7
      0.164458510189; 0;4;5;7;8;9;10
      0.164394944409; 0;1;3;5;6;7;10
      0.164381211661; 6;8
      0.164330584010; 0;1;3;4;9
      0.164303516427; 4;6;7;10
      0.164281075962; 1;2;4;7
      0.164196445033; 1;2;3;4;6;7;10
      0.164174556358; 0;1;2;4;9
      0.164171373117; 2;5;6;10
      0.164125347610; 1;3;5;8;9
      0.164099470633; 0;3;5;6;7
      0.164085869387; 1;2;3;4;8;10
      0.164084788817; 2;3;4;5;8;9
      0.164026845685; 1;2;3;4;5;6;7;10
      0.164023797025; 0;6;7;8
      0.164012675378; 6;8;10
      0.164011127099; 1;2;7;8;9
      0.163928578593; 1;2;3;5;9
      0.163919034204; 0;3;5;6
      0.163871977578; 0;3;4;7;8;9
      0.163852950534; 0;2;5;7;9;10
      0.163807133975; 0;2;3;5;6
      0.163803182989; 6;9
      0.163799283831; 0;6;7;8;10
      0.163794278789; 0;1;5;7;8;9
      0.163792452690; 5;8;10
      0.163761627135; 1;2;3;4;7
      0.163743530970; 0;3;4;6;7;9
      0.163700944824; 1;2;4;8;9
      0.163657089960; 2;4;6;7;9
      0.163654301138; 0;1;3;4;6;9;10
      0.163614909796; 5;6;9
      0.163581180644; 0;2;3;4;6;7;9
      0.163395685840; 0;1;3;5;6;9;10
      0.163346204184; 2;6;7;8;10
      0.163333603948; 0;2;3;4;5;8;10
      0.163204693701; 0;4;7
      0.163193220557; 0;1;2;3;6;8;9;10
      0.163161896377; 0;1;3;5;7;8;10
      0.163141598560; 0;1;2;9;10
      0.163128825595; 0;3;5;6;7;9
      0.163047117269; 0;1;2;3;6;7;9
      0.163040903056; 2;4;5;7;10
      0.163035407608; 0;2;6;9;10
      0.163019956279; 4;5;7;8;9
      0.163011157193; 2;4;6;9
      0.162972454046; 0;1;3;4;7;9
      0.162948999524; 0;1;2;3;5;9
      0.162879163259; 0;2;3;5;6;7;9
      0.162796580795; 0;1;2;4;5
      0.162772324689; 3;4;5;7;8
      0.162729511506; 0;1;6;8;9;10
      0.162722958427; 2;4;6;8;9
      0.162718881742; 1;2;3;4;5;10
      0.162618790296; 1;6;10
      0.162618622190; 0;2;6;7;8;9
      0.162612886328; 0;1;2;3;4;10
      0.162610830639; 1;2;3;4
      0.162592998301; 2;3;4;5;8
      0.162592669197; 0;2;3;4;6;7;8;9;10
      0.162543546913; 0;1;3;4;7;8;9
      0.162504215888; 0;2;6;8;9;10
      0.162487141242; 0;1;2;6
      0.162469855809; 1;3;5;6;8;10
      0.162447114390; 1;3;4;5;7;9;10
      0.162364219985; 1;2;3;4;6;7
      0.162355633854; 0;2;4;5;8;9;10
      0.162339206145; 2;4;6;9;10
      0.162332075093; 2;4;6;7;9;10
      0.162331358067; 1;3;4;6;10
      0.162326690405; 2;4;6;8;9;10
      0.162324898391; 0;3;5;6;7;8;10
      0.162274357716; 0;1;2;3;4;6;9
      0.162260604949; 1;2;3;6
      0.162244610004; 1;4;5;7;8;9;10
      0.162241364371; 0;1;3;4;8
      0.162227879026; 0;2;4;7;8
      0.162166378682; 2;4;6;8
      0.162165358530; 0;1;2;6;7
      0.162110499763; 0;1;2;7;8
      0.162101192279; 4;6;7;9
      0.162038004926; 0;1;6;8;9
      0.162037772845; 0;2;3;4;5;9
      0.162009347943; 0;2;3;5;6;9
      0.161997771236; 0;3;4;5;7;9
      0.161994574616; 0;4;7;9;10
      0.161974336220; 3;4;5;6;7
      0.161968321098; 4;7;8;10
      0.161963912419; 1;2;3;8
      0.161904480507; 2;6;7;8;9
      0.161875797335; 0;1;2;3;4;8;9;10
      0.161832509809; 2;6;8
      0.161828203824; 1;5;8;9
      0.161754581608; 0;1;2;3;5;6
      0.161745786862; 0;3;4;5;7;8;9
      0.161695826479; 0;2;3;4;6
      0.161672539175; 4;5;8;9
      0.161663489667; 1;2;7;8;9;10
      0.161622308598; 1;2;3;6;7;8;9
      0.161609667078; 0;2;5;7;9
      0.161584458460; 1;3;4;6;8;10
      0.161565894300; 0;5;7;10
      0.161552834419; 0;1;2;7;9;10
      0.161523404616; 0;1;5;7
      0.161403667753; 0;2;3;4;5;6;7;10
      0.161399202813; 0;2;4;5;8;9
      0.161388391644; 2;4;6;10
      0.161363758284; 0;2;3;5;7;8
      0.161329166540; 0;3;4;6;7;8
      0.161275790818; 0;2;6;7;10
      0.161247321855; 0;4;8;9;10
      0.161233514723; 1;5;7;8;9
      0.161224280658; 0;1;2;3;5;7;9
      0.161167482120; 0;1;2;3;4;7;9;10
      0.161141871249; 2;5;6;7;9;10
      0.161053517006; 0;4;7;8;9
      0.161047174547; 2;3;4;5;7;8;9
      0.161017754485; 1;2;3;5;6;7;8;9;10
      0.160991200337; 0;1;2;3;4;8
      0.160981047395; 0;2;3;4;5;6;9;10
      0.160959613364; 0;1;3;5;6;7;8;10
      0.160922796616; 0;1;2;3;4;7;9
      0.160901163249; 0;5;6;7;9;10
      0.160841293172; 0;1;2;3;5;8;9;10
      0.160838285610; 0;1;2;3;5;8;10
      0.160832584576; 0;2;4;6;8;9;10
      0.160749156149; 0;1;3;4;5;10
      0.160730657597; 0;3;5;6;7;8;9
      0.160715734537; 0;2;4;6;7;9;10
      0.160707277356; 2;4;6;7;8;9;10
      0.160696058311; 0;3;4;6
      0.160603352262; 0;1;2;4;7;9
      0.160602409158; 0;1;3;4;5;9
      0.160585044970; 1;3;5;6;7;8;9;10
      0.160573896235; 0;1;2;5;7;8;9
      0.160555760819; 0;1;2;6;10
      0.160539377493; 1;2;3;6;8;9;10
      0.160498514862; 1;3;5;6;7;10
      0.160472425172; 0;1;3;5;6;9
      0.160465853887; 0;2;5;8;9;10
      0.160460557596; 0;1;2;4;7;9;10
      0.160353520947; 2;3;5;6
      0.160348588062; 0;2;4;7;8;9
      0.160310324070; 0;1;5;9
      0.160309602585; 0;1;2;3;4;5;9;10
      0.160282408448; 0;2;3;4;5;7;8
      0.160278323893; 0;5;8;9
      0.160258930083; 1;2;3;5;8;10
      0.160252420363; 0;1;3;4;5;6;9;10
      0.160250520664; 0;1;3;5;6;7;9
      0.160243595669; 1;2;5;7;9
      0.160215242291; 0;1;2;3;5;6;10
      0.160183144819; 0;1;2;3;6;7;8;10
      0.160119625126; 0;2;4;5;7;8;9
      0.160071250215; 0;2;5;6;7
      0.160016698797; 0;2;5;9;10
      0.159948691104; 0;2;3;4;8
      0.159939873531; 0;1;6;7;9;10
      0.159931958100; 0;2;6;8;9
      0.159855997425; 2;3;6;8
      0.159851595256; 0;2;4;7;8;10
      0.159827982232; 1;3;4;6;7;9
      0.159800067912; 4;5;7;9
      0.159798918848; 1;4;7;10
      0.159786259804; 0;2;3;4;5;7
      0.159760464368; 2;3;4;5;6;7;9
      0.159747472223; 0;1;3;6;7;8;9;10
      0.159723245045; 2;3;4;6;8
      0.159719117319; 0;1;2;3;5
      0.159685744321; 3;5
      0.159680247211; 3;5;6;8
      0.159676977654; 0;1;2;7;8;9
      0.159656523388; 0;3;4;6;7;8;10
      0.159655211106; 0;2;4;5;7;9;10
      0.159652681259; 0;2;3;4;5;7;10
      0.159564976998; 0;2;5;7;8;10
      0.159533417914; 0;1;6;7;8;9;10
      0.159520054495; 1;2;3;6;8;10
      0.159508021750; 0;1;3;4;7;8
      0.159502967767; 0;1;6;9
      0.159464068773; 0;2;3;5;6;7;8;9
      0.159430435142; 0;1;4;7;8;9
      0.159340615410; 0;4;5;7;8;10
      0.159335547364; 1;2;4;7;8;9;10
      0.159334063898; 0;1;3;4;5;8;9;10
      0.159308889074; 5;6;7;10
      0.159306530206; 2;3;4;5;6;8;9;10
      0.159284886582; 0;4;6;8;9;10
      0.159266048736; 1;2;3;4;6;7;8;9
      0.159261563186; 0;2;4;5;7;8
      0.159261025643; 0;1;2;3;4;5;7;10
      0.159235353086; 3;4;5;6;7;8;9;10
      0.159234390474; 0;2;3;4;6;8;10
      0.159230886147; 0;1;6;8
      0.159210760398; 5;9
      0.159184733642; 1;2;3;4;6;7;8;9;10
      0.159172981186; 1;6;9;10
      0.159122091737; 1;2;3;5;6;7;9
      0.159072853603; 4;5;7;10
      0.159069659759; 0;2;4;5;7
      0.159069187694; 2;8;10
      0.159019948551; 0;1;2;3;5;7
      0.159003691204; 0;1;4;7;8
      0.158992178729; 0;2;6;7;8;9;10
      0.158976827387; 2;5;6;9;10
      0.158968163659; 1;2;3;5;6;10
      0.158961700519; 1;2;3;4;5;9;10
      0.158946580453; 0;3;4;6;7;8;9
      0.158897560198; 1;3;4;7;8
      0.158881288627; 0;2;6;7;9;10
      0.158853922053; 2;5;6;7;8;10
      0.158848465793; 1;4;7;8;9;10
      0.158837384010; 5;6;7;9;10
      0.158817042749; 0;2;4;5;7;9
      0.158799782546; 1;3;4;6;7;8;10
      0.158795248279; 0;6;8;10
      0.158781371026; 1;3;4;5;7;8;9;10
      0.158776496966; 1;3;4;5;6;7;10
      0.158766296666; 0;2;5;10
      0.158722667928; 1;2;3;4;7;10
      0.158721834131; 2;4;5;6;9;10
      0.158695173695; 0;5;8;9;10
      0.158664748771; 0;1;3;4;6;7;9;10
      0.158658243591; 0;2;3;4;5;6;10
      0.158624705795; 0;1;3;4;5;6;10
      0.158575610176; 0;1;2;3;4;7;8;9;10
      0.158534201849; 1;3;4;5;7;9
      0.158529214993; 1;2;3;5;7;8;9
      0.158527716917; 0;2;3;4;6;7;9;10
      0.158482537697; 0;1;6;7;8;10
      0.158412960908; 2;4;5;6
      0.158404928250; 0;3;4;5;6;7
      0.158380541281; 2;5;6;7;9
      0.158356422131; 0;2;10
      0.158340872847; 0;1;3;5;6;7
      0.158338186512; 0;1;6;7;8;9
      0.158306006616; 1;3;5;6
      0.158260594861; 0;1;2;3;5;6;7;8;9
      0.158166551873; 0;2;3;5;6;7;8
      0.158148738011; 0;2;3;4;6;7;8
      0.158110775941; 0;1;2;3;5;8;9
      0.158104392517; 1;2;3;5;6;8;9
      0.158068581373; 0;1;2;3;5;7;8;9;10
      0.158004478132; 0;1;2;3;4;7
      0.157957398366; 0;5;6;9;10
      0.157953948591; 1;3;5;6;7;8;9
      0.157951385224; 0;1;3;6;7;8;9
      0.157931673168; 0;2
      0.157923356616; 0;1;2;3;4;9;10
      0.157921245714; 0;2;5;7;8
      0.157883676188; 0;1;2;5;6
      0.157843233105; 0;3;4;5;6;9;10
      0.157809196489; 1;2;3;4;6;8;10
      0.157786349883; 1;2;3;4;7;9
      0.157769196327; 2;4;5;7;8
      0.157763041110; 2;4;6;7;8
      0.157761186198; 0;1;2;3;6;8;10
      0.157721269618; 0;2;4;5;9;10
      0.157707532400; 0;1;2;4;6
      0.157667613488; 0;3;4;5;6;10
      0.157666248254; 3;4;6;8
      0.157634979181; 3;4;5;6;8;9;10
      0.157631155080; 3;5;6;8;9
      0.157489127587; 2;3;4;5;6;8;10
      0.157452698436; 2;6;10
      0.157444891628; 0;1;3;4;5;7;8;9
      0.157442764847; 0;1;2;3;6;7;8;9
      0.157359990889; 0;1;3;4;7;8;9;10
      0.157341064817; 0;2;4;6
      0.157315615330; 0;1;4;5
      0.157287364876; 0;1;6;7;10
      0.157251264073; 0;2;6;10
      0.157230498100; 1;5;7;8
      0.157229131635; 0;3;5;6;7;8
      0.157213750987; 5;6;7;8;9
      0.157207616464; 1;3;4;6;8;9;10
      0.157188790489; 5;6;7;8;9;10
      0.157185632797; 0;1;3;4;6;7;10
      0.157154569773; 1;3;4;5;8;9;10
      0.157110590370; 0;1;2;3;4;5;10
      0.157087449068; 4;5;6;7;9
      0.157081157803; 0;1;2;3;4;5;6;7;10
      0.157057217554; 2;4;8;9;10
      0.157030026316; 0;1;5;10
      0.157023629690; 1;2;4;7;9;10
      0.156968966768; 0;1;2;3;8;10
      0.156942985060; 0;2;3;6;7;8
      0.156888744220; 0;1;3;4;5;7;8;10
      0.156870258413; 0;1;2;8;9
      0.156837487285; 2;3;5;6;8
      0.156811032368; 1;3;4;5;7;10
      0.156769977784; 0;3;4;5;8;9
      0.156722648074; 1;2;5;7;9;10
      0.156715440215; 1;4;7;8;9
      0.156640092105; 0;1;2;10
      0.156591555790; 2;4;5;6;7;8;9
      0.156579253374; 1;2;7;10
      0.156570686514; 1;3;4;6;7;9;10
      0.156569795874; 6;7
      0.156540146300; 0;3;5;6;8
      0.156536225633; 1;2;3;4;5;8;9;10
      0.156518715352; 0;1;4;7;9
      0.156465589277; 0;1;2;3;7
      0.156434903015; 0;2;3;5;6;7;8;9;10
      0.156433303677; 0;2;3;5;8
      0.156335349944; 1;3;4;6;7
      0.156329479968; 1;5;7
      0.156328173773; 2;3;4;5;6;9
      0.156246739156; 0;1;2;5;7;10
      0.156187488243; 0;1;2;4;8;9
      0.156116061081; 1;5;7;8;9;10
      0.156070079693; 0;3;4;5;7;8
      0.156063903243; 0;1;3;4;5;8;10
      0.155955943823; 1;2;4;9
      0.155942028473; 0;2;4;6;7;9
      0.155894630268; 4;5;6;7;8;9;10
      0.155882328508; 0;1;3;4;5;7;8;9;10
      0.155809925659; 0;1;3;4;5;8;9
      0.155804815546; 0;1;5;6;7;9
      0.155800992524; 0;1;2;3;4;7;8;9
      0.155777363307; 2;3;5;6;7;8
      0.155769829660; 1;3;4;5;6;7;9;10
      0.155734209913; 0;1;3;4;5;7;9;10
      0.155717498357; 0;2;4;6;10
      0.155564699047; 0;2;5;7;8;9;10
      0.155528400118; 0;2;4;6;9
      0.155506360670; 1;6;8;10
      0.155430103322; 0;1;2;3;5;6;9;10
      0.155421051860; 0;1;4;6
      0.155412560231; 2;5;6;7
      0.155369964046; 1;3;5;6;8;9;10
      0.155367121558; 0;4;7;8;10
      0.155342555076; 0;1;2;5;9
      0.155303215187; 1;5;7;9;10
      0.155302620535; 0;1;6;7;8
      0.155302082612; 0;1;2;3;5;6;7;9;10
      0.155296670699; 0;1;4;9
      0.155280227191; 0;4;5;7;9
      0.155262094114; 1;2;5;7;8;9
      0.155253201928; 0;2;3;5;6;7
      0.155250060354; 0;2;3;4;5;6;7;8;9;10
      0.155246049680; 0;2;4;6;7
      0.155187154457; 1;2;4;7;8;9
      0.155164482678; 5;7
      0.155138350606; 1;2;7;8;10
      0.155100099964; 0;2;6
      0.155096072797; 0;5;6;8;9;10
      0.155020009867; 0;2;5;6;10
      0.155011403380; 0;2;4;6;7;10
      0.154988077139; 0;1;4;7
      0.154963665982; 0;1;2;3;4;6;9;10
      0.154961134296; 5;6;9;10
      0.154905622352; 0;4;5;7;9;10
      0.154899682392; 0;1;4;7;9;10
      0.154847685606; 2;4;6;7;8;10
      0.154846782157; 0;2;6;7;8;10
      0.154803512428; 1;2;3;4;6;7;8;10
      0.154731346856; 0;2;3;4;5;7;8;9
      0.154694076853; 2;4;8;10
      0.154684910170; 1;2;8;9;10
      0.154660640277; 0;5;6;7
      0.154639716630; 2;5;6;7;8;9
      0.154579576547; 0;1;2;4;7;10
      0.154546628872; 0;5;6;7;8;9
      0.154531587350; 0;2;5;6;7;9;10
      0.154521902601; 4;6;10
      0.154519449204; 5;6;8;9
      0.154492825937; 2;3;4;5;6;7;8;10
      0.154461456415; 1;2;5;7;8;10
      0.154424746195; 0;2;4;6;7;8
      0.154415609230; 1;2;4;7;9
      0.154414527353; 1;3;4;6;7;8;9
      0.154355392040; 2;5;6;7;8
      0.154338373164; 1;5;6;7;9
      0.154338098574; 1;2;3;4;8;9
      0.154303776160; 1;2;9
      0.154290987350; 4;5;6;7;10
      0.154250521686; 1;3;5;8
      0.154168621478; 0;1;5;9;10
      0.154167704162; 1;2;4;5
      0.154141694862; 1;3;4;6;8;9
      0.154128351463; 0;1;2;4;7;8
      0.154123031856; 0;3;4;5;6;7;9;10
      0.154090706064; 0;2;4;5;6;7;8;9;10
      0.154086131517; 2;5;6;9
      0.154051143249; 0;2;5;6;7;8;9
      0.154044564089; 0;1;2;3;4;5;6;7;9;10
      0.154025815182; 1;2;3;4;7;8;9
      0.153960788644; 0;1;2;3;6;7;10
      0.153930243968; 0;1;2;6;9
      0.153906239692; 1;2;3;4;6
      0.153886381466; 3;4;5;6;8;10
      0.153825753634; 1;2;3;4;5;7;8;9;10
      0.153803040962; 2;5;6;8;10
      0.153788226733; 0;1;2;3;6;8
      0.153778972429; 0;1;3;4;6;8;9;10
      0.153743058737; 1;2;3;6;7;8
      0.153701160880; 0;4;7;8
      0.153680034066; 1;4;7;9;10
      0.153668765215; 0;1;2;3;4;5;7;8;10
      0.153667827278; 2;3;4;5;6;7;8
      0.153666935218; 0;2;3;4;5;6;7;8;10
      0.153663031913; 0;1;2;8;9;10
      0.153637830276; 2;3;4;5;6;8;9
      0.153631355072; 0;4;6;7;8;9;10
      0.153608959439; 1;2;3;5;7
      0.153608419735; 1;3;4;5;7;8;10
      0.153599322261; 0;1;5;7;9
      0.153581296250; 0;4;6;7;9
      0.153577030689; 0;2;3;4;5;7;8;10
      0.153513886573; 1;3;4;5;6;10
      0.153427452280; 1;6;7;8;9
      0.153403319736; 0;2;4;8;10
      0.153403101080; 1;6;7
      0.153364886294; 2;3;4;5;6;7
      0.153237579892; 0;1;5;6
      0.153207613885; 0;3;4;5;6;8;9;10
      0.153203860886; 0;1;3;4;7
      0.153180157949; 1;2;3;5;6;8;9;10
      0.153174081904; 0;3;4;6;8
      0.153152268750; 1;2;4;10
      0.153145337065; 1;2;5;8;9
      0.153092668282; 1;3;5
      0.153058427207; 2;6;8;10
      0.153026050924; 0;1;3;5;6;7;8;9
      0.153005527165; 1;2;4;5;7;8;9
      0.152973469817; 2;4;5;7;8;10
      0.152943652408; 1;3;4;6;9
      0.152924727007; 0;2;3;4;5;6;8;9
      0.152914645028; 1;6;9
      0.152881885652; 0;2;4;5;7;10
      0.152837849675; 0;4;9;10
      0.152797239509; 0;5;6;10
      0.152785024365; 2;4;5;8;9;10
      0.152723732568; 0;1;2;5;8;9
      0.152673582448; 0;2;3;5;6;8;10
      0.152669835445; 0;1;2;3;4;6;7;8;9
      0.152626160010; 1;3;5;6;7;8
      0.152614398266; 1;2;6;7;9;10
      0.152610456418; 4;5;8;9;10
      0.152609588667; 0;1;2;3;4;5;7;9;10
      0.152609328855; 0;1;4;6;7;8;9;10
      0.152574976550; 1;3;4;5;6;7;8;10
      0.152547358384; 1;2;5;10
      0.152519524921; 0;2;5;6;7;8;9;10
      0.152507686601; 0;1;2;7;8;9;10
      0.152483060159; 1;2;5;9
      0.152441043088; 0;1;4;7;8;9;10
      0.152404995063; 3;4;5;8
      0.152357094119; 2;5;6;8
      0.152356877646; 0;1;2;3;5;7;8;9
      0.152355187064; 0;1;3;5;6;8;9
      0.152343990448; 1;2;3;5;6
      0.152316388689; 0;2;4;5;6;7;8;10
      0.152261029516; 0;1;4;5;7;9
      0.152236723171; 2;3;4;5;6;7;8;9
      0.152225040600; 1;3;4;5;7;8;9
      0.152222476696; 0;1;6;8;10
      0.152221837572; 0;5;9
      0.152173023312; 0;1;3;4;5;7;9
      0.152142774501; 1;3;5;6;8;9
      0.152074484953; 1;2;4;7;8
      0.152021550218; 0;1;2;3;4;8;9
      0.152012830251; 0;1;4;9;10
      0.151980953192; 0;1;2;4;7;8;10
      0.151940235397; 1;2;3;4;6;9
      0.151924790316; 0;1;2;3;5;6;8;9;10
      0.151922335506; 0;3;4;5;6;7;8;10
      0.151861435756; 1;2;3;6;8;9
      0.151857953595; 0;2;5;6;7;9
      0.151828958117; 0;2;4;5
      0.151822705295; 4;5;7;8;10
      0.151814740463; 2;5;6;8;9
      0.151806456961; 0;1;3;4;5;6;7;9;10
      0.151798983208; 1;3;4;8;9
      0.151755565002; 0;1;2;3;4;8;10
      0.151733323919; 0;1;2;3;5;6;7;8;10
      0.151652244560; 5;6;10
      0.151616006013; 1;2;3;4;6;8;9
      0.151577745863; 0;1;3;4;6;7
      0.151553991658; 5;6;7
      0.151528663260; 1;2;3;4;5;7;9
      0.151523361703; 0;1;3;5;6;8;10
      0.151521204115; 4;6;7;8;10
      0.151502606002; 1;3;4;5;7;8
      0.151500399951; 0;1;2;3;4;6;8;9
      0.151494292708; 1;2;3;4;5;7;10
      0.151493783211; 0;1;5;6;8
      0.151450355929; 0;1;4;7;10
      0.151448003020; 0;3;4;5;6;7;8;9
      0.151446421651; 1;6;8;9
      0.151427569828; 2;5;6;7;10
      0.151419693234; 0;1;4;6;10
      0.151387715495; 2;8
      0.151372950773; 0;1;2;3;4;5;8;9;10
      0.151357462228; 1;3;4;5;8;10
      0.151357252833; 0;1;3;4;6;7;8;9
      0.151357128745; 0;1;2;3;5;6;7;8;9;10
      0.151336362117; 0;1;2;3;4;5;6;7;9
      0.151330928712; 0;2;4;6;7;8;9;10
      0.151319957404; 0;3;4;5;9
      0.151229793793; 1;2;6;7;8
      0.151200887359; 0;4;5;7;8
      0.151186021794; 0;5;7;8;10
      0.151179768492; 0;1;2;4;5;7
      0.151114552715; 0;1;2;5;7;8
      0.151047164925; 0;1;2;3;8
      0.150987507691; 0;4;6;7
      0.150955700890; 0;2;3;4;5;8;9
      0.150895522255; 0;1;2;3;5;6;9
      0.150844895162; 0;2;4;5;7;8;10
      0.150824865872; 0;1;4;10
      0.150745877781; 0;3;4;5;6;8
      0.150704987419; 0;1;2;7;8;10
      0.150701341844; 1;2;3;4;6;8;9;10
      0.150678510406; 1;2;5;6
      0.150655222095; 1;2;6;9
      0.150621293382; 5;6;7;8
      0.150593193772; 0;1;5;8;9;10
      0.150579213715; 0;1;3;4;5;6;7;10
      0.150565671053; 1;2;4;7;10
      0.150556608520; 1;2;3;5;6;7
      0.150554890593; 1;2;5;7;8
      0.150539729284; 1;2;6;7;8;9;10
      0.150488473425; 0;3;4;5;6;9
      0.150465932868; 0;4;6;7;10
      0.150461704122; 1;3;4;5;7
      0.150392161876; 2;4;5;6;8
      0.150392071253; 1;3;4;5;6;9;10
      0.150345640680; 0;2;3;5;6;8;9
      0.150321966655; 0;1;2;3;4;5;8;10
      0.150270535516; 0;1;3;5;6;8;9;10
      0.150231571905; 0;1;3;4;5;6;9
      0.150218247655; 0;1;3;4;5;7;8
      0.150176188918; 2;4;5;10
      0.150152897713; 0;1;2;6;7;9;10
      0.150082601381; 0;2;5;6;9
      0.150076535001; 4;6;9
      0.150068362874; 0;1;5;7;8
      0.150054620414; 0;3;4;5;6;7;10
      0.149916728868; 0;5;6;8;9
      0.149851338434; 4;6;8;9;10
      0.149849538274; 1;2;3;4;6;7;8
      0.149849008162; 0;2;5;6;7;10
      0.149741877156; 2;6;8;9;10
      0.149738228248; 1;2;6;8;9;10
      0.149736197296; 0;1;3;4;6;7;8
      0.149725663189; 0;1;4;6;7
      0.149706817372; 0;1;2;3;6;7;8
      0.149700976061; 0;1;2;6;7;9
      0.149678829580; 0;4;6;7;8;10
      0.149623285957; 0;10
      0.149620698069; 0;1;3;4;6;7;8;10
      0.149575193672; 1;2;3;4;5;7;8;10
      0.149554917543; 0;1;2;6;7;8
      0.149542857785; 0;2;3;4;5;6;7;8;9
      0.149541518688; 0;1;2;4;7;8;9;10
      0.149531294638; 0;1;2;6;8;9
      0.149396539489; 0;1;2;4;9;10
      0.149356796356; 0;1;2;3;5;7;8
      0.149349304088; 1;2;4;9;10
      0.149333176987; 1;2;4;5;10
      0.149319496752; 1;2;5;6;10
      0.149254588010; 1;2;4;6;7;8;9
      0.149252679843; 0;1;2;6;8;9;10
      0.149134707970; 0;1;2;5;8
      0.149123419881; 1;2;7
      0.149079438016; 3;4;5;6;8;9
      0.149066198428; 0;1;2;3;4;6;7;8;10
      0.149040215155; 0;1;2;5;7;8;9;10
      0.149037923456; 1;2;3;4;5;7;8
      0.149025101073; 0;1;2;4;6;7;9;10
